Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Cape Campbell Aws,4424,G14722,-41.727,174.275,2,G,Metservice
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Surface Wind: Hourly
Station,Date(UTC),Time(UTC),Dir(DegT),Speed(m/s),Dir StdDev,Spd StdDev,Period(Hrs),Freq
Cape Campbell Aws,20200305,1300,148,5.4,-,-,1,H
Cape Campbell Aws,20200305,1400,148,4.7,-,-,1,H
Cape Campbell Aws,20200305,1500,145,4.8,-,-,1,H
Cape Campbell Aws,20200305,1600,158,4.8,-,-,1,H
Cape Campbell Aws,20200305,1700,159,4.4,-,-,1,H
Cape Campbell Aws,20200305,1800,214,3.0,-,-,1,H
Cape Campbell Aws,20200305,1900,209,2.8,-,-,1,H
Cape Campbell Aws,20200305,2000,124,3.2,-,-,1,H
Cape Campbell Aws,20200305,2100,111,6.0,-,-,1,H
Cape Campbell Aws,20200305,2200,107,6.1,-,-,1,H
Cape Campbell Aws,20200305,2300,135,5.0,-,-,1,H
Cape Campbell Aws,20200306,0000,121,5.3,-,-,1,H
Cape Campbell Aws,20200306,0100,99,6.2,-,-,1,H
Cape Campbell Aws,20200306,0200,120,5.2,-,-,1,H
Cape Campbell Aws,20200306,0300,103,5.6,-,-,1,H
Cape Campbell Aws,20200306,0400,99,6.4,-,-,1,H
Cape Campbell Aws,20200306,0500,100,6.7,-,-,1,H
Cape Campbell Aws,20200306,0600,101,7.0,-,-,1,H
Cape Campbell Aws,20200306,0700,96,6.7,-,-,1,H
Cape Campbell Aws,20200306,0800,106,6.1,-,-,1,H
Cape Campbell Aws,20200306,0900,93,6.4,-,-,1,H
Cape Campbell Aws,20200306,1000,73,8.3,-,-,1,H
Cape Campbell Aws,20200306,1100,66,8.6,-,-,1,H
Cape Campbell Aws,20200306,1200,44,6.0,-,-,1,H
Cape Campbell Aws,20200306,1300,305,3.8,-,-,1,H
Cape Campbell Aws,20200306,1400,328,4.1,-,-,1,H
Cape Campbell Aws,20200306,1500,334,5.2,-,-,1,H
Cape Campbell Aws,20200306,1600,327,7.7,-,-,1,H
Cape Campbell Aws,20200306,1700,329,8.2,-,-,1,H
Cape Campbell Aws,20200306,1800,347,9.0,-,-,1,H
Cape Campbell Aws,20200306,1900,339,10.0,-,-,1,H
Cape Campbell Aws,20200306,2000,340,9.9,-,-,1,H
Cape Campbell Aws,20200306,2100,350,10.2,-,-,1,H
Cape Campbell Aws,20200306,2200,6,10.4,-,-,1,H
Cape Campbell Aws,20200306,2300,18,12.3,-,-,1,H
Cape Campbell Aws,20200307,0000,19,13.1,-,-,1,H
Cape Campbell Aws,20200307,0100,23,14.1,-,-,1,H
Cape Campbell Aws,20200307,0200,27,13.9,-,-,1,H
Cape Campbell Aws,20200307,0300,26,14.1,-,-,1,H
Cape Campbell Aws,20200307,0400,25,13.6,-,-,1,H
Cape Campbell Aws,20200307,0500,24,12.8,-,-,1,H
Cape Campbell Aws,20200307,0600,19,12.7,-,-,1,H
Cape Campbell Aws,20200307,0700,16,12.0,-,-,1,H
Cape Campbell Aws,20200307,0800,6,11.5,-,-,1,H
Cape Campbell Aws,20200307,0900,1,10.6,-,-,1,H
Cape Campbell Aws,20200307,1000,353,10.7,-,-,1,H
Cape Campbell Aws,20200307,1100,350,12.4,-,-,1,H
Cape Campbell Aws,20200307,1200,350,12.1,-,-,1,H
Cape Campbell Aws,20200307,1300,349,11.0,-,-,1,H
Cape Campbell Aws,20200307,1400,346,11.4,-,-,1,H
Cape Campbell Aws,20200307,1500,345,11.4,-,-,1,H
Cape Campbell Aws,20200307,1600,349,12.5,-,-,1,H
Cape Campbell Aws,20200307,1700,352,12.2,-,-,1,H
Cape Campbell Aws,20200307,1800,352,11.2,-,-,1,H
Cape Campbell Aws,20200307,1900,357,9.4,-,-,1,H
Cape Campbell Aws,20200307,2000,355,9.1,-,-,1,H
Cape Campbell Aws,20200307,2100,360,8.5,-,-,1,H
Cape Campbell Aws,20200307,2200,5,10.0,-,-,1,H
Cape Campbell Aws,20200307,2300,17,11.6,-,-,1,H
Cape Campbell Aws,20200308,0000,24,12.7,-,-,1,H
Cape Campbell Aws,20200308,0100,21,13.1,-,-,1,H
Cape Campbell Aws,20200308,0200,23,13.8,-,-,1,H
Cape Campbell Aws,20200308,0300,23,13.3,-,-,1,H
Cape Campbell Aws,20200308,0400,24,13.0,-,-,1,H
Cape Campbell Aws,20200308,0500,19,10.3,-,-,1,H
Cape Campbell Aws,20200308,0600,16,11.1,-,-,1,H
Cape Campbell Aws,20200308,0700,348,10.1,-,-,1,H
Cape Campbell Aws,20200308,0800,351,12.0,-,-,1,H
Cape Campbell Aws,20200308,0900,340,11.9,-,-,1,H
Cape Campbell Aws,20200308,1000,339,13.5,-,-,1,H
Cape Campbell Aws,20200308,1100,332,12.3,-,-,1,H
Cape Campbell Aws,20200308,1200,324,13.1,-,-,1,H
Cape Campbell Aws,20200308,1300,333,11.0,-,-,1,H
Cape Campbell Aws,20200308,1400,343,10.7,-,-,1,H
Cape Campbell Aws,20200308,1500,346,10.3,-,-,1,H
Cape Campbell Aws,20200308,1600,330,13.6,-,-,1,H
Cape Campbell Aws,20200308,1700,342,18.1,-,-,1,H
Cape Campbell Aws,20200308,1800,334,13.3,-,-,1,H
Cape Campbell Aws,20200308,1900,343,12.8,-,-,1,H
Cape Campbell Aws,20200308,2000,356,10.8,-,-,1,H
Cape Campbell Aws,20200308,2100,1,11.9,-,-,1,H
Cape Campbell Aws,20200308,2200,5,13.3,-,-,1,H
Cape Campbell Aws,20200308,2300,9,14.6,-,-,1,H
Cape Campbell Aws,20200309,0000,11,14.5,-,-,1,H
Cape Campbell Aws,20200309,0100,16,13.9,-,-,1,H
Cape Campbell Aws,20200309,0200,13,14.0,-,-,1,H
Cape Campbell Aws,20200309,0300,22,13.1,-,-,1,H
Cape Campbell Aws,20200309,0400,15,13.5,-,-,1,H
Cape Campbell Aws,20200309,0500,356,16.9,-,-,1,H
Cape Campbell Aws,20200309,0600,360,15.3,-,-,1,H
Cape Campbell Aws,20200309,0700,356,14.7,-,-,1,H
Cape Campbell Aws,20200309,0800,360,14.2,-,-,1,H
Cape Campbell Aws,20200309,0900,353,11.4,-,-,1,H
Cape Campbell Aws,20200309,1000,349,13.2,-,-,1,H
Cape Campbell Aws,20200309,1100,355,13.3,-,-,1,H
Cape Campbell Aws,20200309,1200,8,13.0,-,-,1,H
Cape Campbell Aws,20200309,1300,23,10.9,-,-,1,H
Cape Campbell Aws,20200309,1400,357,11.4,-,-,1,H
Cape Campbell Aws,20200309,1500,3,11.3,-,-,1,H
Cape Campbell Aws,20200309,1600,289,7.9,-,-,1,H
Cape Campbell Aws,20200309,1700,269,2.9,-,-,1,H
Cape Campbell Aws,20200309,1800,242,3.0,-,-,1,H
Cape Campbell Aws,20200309,1900,287,3.6,-,-,0.1667,H
Cape Campbell Aws,20200309,2000,210,3.0,-,-,1,H
Cape Campbell Aws,20200309,2100,193,6.8,-,-,1,H
Cape Campbell Aws,20200309,2200,175,8.2,-,-,1,H
Cape Campbell Aws,20200309,2300,172,8.1,-,-,1,H
Cape Campbell Aws,20200310,0000,179,8.2,-,-,1,H
Cape Campbell Aws,20200310,0100,174,7.9,-,-,1,H
Cape Campbell Aws,20200310,0200,200,8.0,-,-,1,H
Cape Campbell Aws,20200310,0300,186,9.0,-,-,1,H
Cape Campbell Aws,20200310,0400,186,9.8,-,-,1,H
Cape Campbell Aws,20200310,0500,205,7.5,-,-,1,H
Cape Campbell Aws,20200310,0600,206,6.3,-,-,1,H
Cape Campbell Aws,20200310,0700,203,5.3,-,-,1,H
Cape Campbell Aws,20200310,0800,203,7.0,-,-,1,H
Cape Campbell Aws,20200310,0900,207,7.8,-,-,1,H
Cape Campbell Aws,20200310,1000,205,8.0,-,-,1,H
Cape Campbell Aws,20200310,1100,193,7.9,-,-,1,H
Cape Campbell Aws,20200310,1200,207,7.6,-,-,1,H
Cape Campbell Aws,20200310,1300,196,7.0,-,-,1,H
Cape Campbell Aws,20200310,1400,202,7.8,-,-,1,H
Cape Campbell Aws,20200310,1500,205,8.7,-,-,1,H
Cape Campbell Aws,20200310,1600,201,9.8,-,-,1,H
Cape Campbell Aws,20200310,1700,201,9.9,-,-,1,H
Cape Campbell Aws,20200310,1800,197,9.8,-,-,1,H
Cape Campbell Aws,20200310,1900,193,10.2,-,-,1,H
Cape Campbell Aws,20200310,2000,193,11.8,-,-,1,H
Cape Campbell Aws,20200310,2100,193,12.9,-,-,1,H
Cape Campbell Aws,20200310,2200,194,12.8,-,-,1,H
Cape Campbell Aws,20200310,2300,184,13.3,-,-,1,H
Cape Campbell Aws,20200311,0000,187,13.4,-,-,1,H
Cape Campbell Aws,20200311,0100,187,13.4,-,-,1,H
Cape Campbell Aws,20200311,0200,189,12.9,-,-,1,H
Cape Campbell Aws,20200311,0300,185,13.4,-,-,1,H
Cape Campbell Aws,20200311,0400,184,12.1,-,-,1,H
Cape Campbell Aws,20200311,0500,186,11.0,-,-,1,H
Cape Campbell Aws,20200311,0600,187,11.0,-,-,1,H
Cape Campbell Aws,20200311,0700,180,11.1,-,-,1,H
Cape Campbell Aws,20200311,0800,181,11.0,-,-,1,H
Cape Campbell Aws,20200311,0900,181,11.0,-,-,1,H
Cape Campbell Aws,20200311,1000,183,10.5,-,-,1,H
Cape Campbell Aws,20200311,1100,186,9.6,-,-,1,H
Cape Campbell Aws,20200311,1200,188,9.3,-,-,1,H
Cape Campbell Aws,20200311,1300,186,9.0,-,-,1,H
Cape Campbell Aws,20200311,1400,208,7.3,-,-,1,H
Cape Campbell Aws,20200311,1500,223,4.7,-,-,1,H
Cape Campbell Aws,20200311,1600,212,3.7,-,-,1,H
Cape Campbell Aws,20200311,1700,225,3.6,-,-,1,H
Cape Campbell Aws,20200311,1800,215,4.1,-,-,1,H
Cape Campbell Aws,20200311,1900,218,3.9,-,-,1,H
Cape Campbell Aws,20200311,2000,213,3.7,-,-,1,H
Cape Campbell Aws,20200311,2100,204,5.9,-,-,1,H
Cape Campbell Aws,20200311,2200,201,7.4,-,-,1,H
Cape Campbell Aws,20200311,2300,186,8.6,-,-,1,H
Cape Campbell Aws,20200312,0000,183,8.9,-,-,1,H
Cape Campbell Aws,20200312,0100,174,8.8,-,-,1,H
Cape Campbell Aws,20200312,0200,162,8.4,-,-,1,H
Cape Campbell Aws,20200312,0300,157,7.5,-,-,1,H
Cape Campbell Aws,20200312,0400,159,7.2,-,-,1,H
Cape Campbell Aws,20200312,0500,148,6.6,-,-,1,H
Cape Campbell Aws,20200312,0600,145,6.5,-,-,1,H
Cape Campbell Aws,20200312,0700,148,6.4,-,-,1,H
Cape Campbell Aws,20200312,0800,155,6.2,-,-,1,H
Cape Campbell Aws,20200312,0900,163,5.7,-,-,1,H
Cape Campbell Aws,20200312,1000,156,5.3,-,-,1,H
Cape Campbell Aws,20200312,1100,196,3.4,-,-,1,H
Cape Campbell Aws,20200312,1200,159,1.8,-,-,1,H
Cape Campbell Aws,20200312,1300,139,1.3,-,-,1,H
Cape Campbell Aws,20200312,1400,102,0.8,-,-,1,H
Cape Campbell Aws,20200312,1500,245,0.6,-,-,1,H
Cape Campbell Aws,20200312,1600,181,1.7,-,-,1,H
Cape Campbell Aws,20200312,1700,202,2.4,-,-,1,H
Cape Campbell Aws,20200312,1800,207,2.0,-,-,1,H
Cape Campbell Aws,20200312,1900,191,1.4,-,-,1,H
Cape Campbell Aws,20200312,2000,188,1.7,-,-,1,H
Cape Campbell Aws,20200312,2100,147,2.2,-,-,1,H
Cape Campbell Aws,20200312,2200,106,1.7,-,-,1,H
Cape Campbell Aws,20200312,2300,146,2.3,-,-,1,H
Cape Campbell Aws,20200313,0000,117,1.9,-,-,1,H
Cape Campbell Aws,20200313,0100,78,2.3,-,-,1,H
Cape Campbell Aws,20200313,0200,125,4.0,-,-,1,H
Cape Campbell Aws,20200313,0300,142,4.6,-,-,1,H
Cape Campbell Aws,20200313,0400,137,4.9,-,-,1,H
Cape Campbell Aws,20200313,0500,129,5.1,-,-,1,H
Cape Campbell Aws,20200313,0600,131,4.4,-,-,1,H
Cape Campbell Aws,20200313,0700,134,3.9,-,-,1,H
Cape Campbell Aws,20200313,0800,127,4.0,-,-,1,H
Cape Campbell Aws,20200313,0900,119,3.4,-,-,1,H
Cape Campbell Aws,20200313,1000,135,2.8,-,-,1,H
Cape Campbell Aws,20200313,1100,201,1.9,-,-,1,H
Cape Campbell Aws,20200313,1200,207,2.3,-,-,1,H
Cape Campbell Aws,20200313,1300,239,2.7,-,-,1,H
Cape Campbell Aws,20200313,1400,277,2.1,-,-,1,H
Cape Campbell Aws,20200313,1500,292,3.1,-,-,1,H
Cape Campbell Aws,20200313,1600,300,4.2,-,-,1,H
Cape Campbell Aws,20200313,1700,317,2.6,-,-,1,H
Cape Campbell Aws,20200313,1800,308,2.2,-,-,1,H
Cape Campbell Aws,20200313,1900,319,2.6,-,-,1,H
Cape Campbell Aws,20200313,2000,357,4.7,-,-,1,H
Cape Campbell Aws,20200313,2100,346,3.6,-,-,1,H
Cape Campbell Aws,20200313,2200,12,5.5,-,-,1,H
Cape Campbell Aws,20200313,2300,17,7.8,-,-,1,H
Cape Campbell Aws,20200314,0000,23,9.1,-,-,1,H
Cape Campbell Aws,20200314,0100,23,9.9,-,-,1,H
Cape Campbell Aws,20200314,0200,27,10.1,-,-,1,H
Cape Campbell Aws,20200314,0300,25,9.6,-,-,1,H
Cape Campbell Aws,20200314,0400,25,9.3,-,-,1,H
Cape Campbell Aws,20200314,0500,28,8.7,-,-,1,H
Cape Campbell Aws,20200314,0600,27,7.8,-,-,1,H
Cape Campbell Aws,20200314,0700,30,7.8,-,-,1,H
Cape Campbell Aws,20200314,0800,30,8.4,-,-,1,H
Cape Campbell Aws,20200314,0900,31,7.8,-,-,1,H
Cape Campbell Aws,20200314,1000,20,7.2,-,-,1,H
Cape Campbell Aws,20200314,1100,20,4.7,-,-,1,H
Cape Campbell Aws,20200314,1200,8,4.5,-,-,1,H
Cape Campbell Aws,20200314,1300,23,4.4,-,-,1,H
Cape Campbell Aws,20200314,1400,347,4.1,-,-,1,H
Cape Campbell Aws,20200314,1500,163,2.1,-,-,1,H
Cape Campbell Aws,20200314,1600,201,3.4,-,-,1,H
Cape Campbell Aws,20200314,1700,218,2.9,-,-,1,H
Cape Campbell Aws,20200314,1800,201,3.1,-,-,1,H
Cape Campbell Aws,20200314,1900,188,2.8,-,-,1,H
Cape Campbell Aws,20200314,2000,146,2.6,-,-,1,H
Cape Campbell Aws,20200314,2100,300,2.5,-,-,1,H
Cape Campbell Aws,20200314,2200,336,3.8,-,-,1,H
Cape Campbell Aws,20200314,2300,20,4.1,-,-,1,H
Cape Campbell Aws,20200315,0000,21,4.2,-,-,1,H
Cape Campbell Aws,20200315,0100,38,4.6,-,-,1,H
Cape Campbell Aws,20200315,0200,45,5.4,-,-,1,H
Cape Campbell Aws,20200315,0300,46,6.5,-,-,1,H
Cape Campbell Aws,20200315,0400,43,7.1,-,-,1,H
Cape Campbell Aws,20200315,0500,44,6.9,-,-,1,H
Cape Campbell Aws,20200315,0600,32,7.8,-,-,1,H
Cape Campbell Aws,20200315,0700,27,8.9,-,-,1,H
Cape Campbell Aws,20200315,0800,25,9.6,-,-,1,H
Cape Campbell Aws,20200315,0900,22,10.2,-,-,1,H
Cape Campbell Aws,20200315,1000,24,11.3,-,-,1,H
Cape Campbell Aws,20200315,1100,20,12.2,-,-,1,H
Cape Campbell Aws,20200315,1200,17,13.7,-,-,1,H
Cape Campbell Aws,20200315,1300,27,12.9,-,-,1,H
Cape Campbell Aws,20200315,1400,359,12.6,-,-,1,H
Cape Campbell Aws,20200315,1500,12,12.9,-,-,1,H
Cape Campbell Aws,20200315,1600,5,12.6,-,-,1,H
Cape Campbell Aws,20200315,1700,8,13.4,-,-,1,H
Cape Campbell Aws,20200315,1800,344,8.7,-,-,1,H
Cape Campbell Aws,20200315,1900,1,4.6,-,-,1,H
Cape Campbell Aws,20200315,2000,310,4.1,-,-,1,H
Cape Campbell Aws,20200315,2100,320,2.6,-,-,1,H
Cape Campbell Aws,20200315,2200,360,2.9,-,-,1,H
Cape Campbell Aws,20200315,2300,17,3.3,-,-,1,H
Cape Campbell Aws,20200316,0000,41,4.8,-,-,1,H
Cape Campbell Aws,20200316,0100,56,4.8,-,-,1,H
Cape Campbell Aws,20200316,0200,119,1.7,-,-,1,H
Cape Campbell Aws,20200316,0300,187,8.8,-,-,1,H
Cape Campbell Aws,20200316,0400,183,11.8,-,-,1,H
Cape Campbell Aws,20200316,0500,185,11.4,-,-,1,H
Cape Campbell Aws,20200316,0600,185,11.6,-,-,1,H
Cape Campbell Aws,20200316,0700,188,12.0,-,-,1,H
Cape Campbell Aws,20200316,0800,187,15.0,-,-,1,H
Cape Campbell Aws,20200316,0900,192,18.4,-,-,1,H
Cape Campbell Aws,20200316,1000,192,16.5,-,-,1,H
Cape Campbell Aws,20200316,1100,184,18.4,-,-,1,H
Cape Campbell Aws,20200316,1200,192,17.0,-,-,1,H
Cape Campbell Aws,20200316,1300,191,20.6,-,-,1,H
Cape Campbell Aws,20200316,1400,198,17.1,-,-,1,H
Cape Campbell Aws,20200316,1500,199,15.9,-,-,1,H
Cape Campbell Aws,20200316,1600,195,14.0,-,-,1,H
Cape Campbell Aws,20200316,1700,201,13.9,-,-,1,H
Cape Campbell Aws,20200316,1800,205,13.0,-,-,1,H
Cape Campbell Aws,20200316,1900,201,14.5,-,-,1,H
Cape Campbell Aws,20200316,2000,204,13.3,-,-,1,H
Cape Campbell Aws,20200316,2100,201,13.8,-,-,1,H
Cape Campbell Aws,20200316,2200,203,12.4,-,-,1,H
Cape Campbell Aws,20200316,2300,196,13.8,-,-,1,H
Cape Campbell Aws,20200317,0000,197,12.6,-,-,1,H
Cape Campbell Aws,20200317,0100,199,13.3,-,-,1,H
Cape Campbell Aws,20200317,0200,198,14.1,-,-,1,H
Cape Campbell Aws,20200317,0300,197,13.1,-,-,1,H
Cape Campbell Aws,20200317,0400,188,14.0,-,-,1,H
Cape Campbell Aws,20200317,0500,182,14.2,-,-,1,H
Cape Campbell Aws,20200317,0600,182,13.5,-,-,1,H
Cape Campbell Aws,20200317,0700,185,12.4,-,-,1,H
Cape Campbell Aws,20200317,0800,180,12.0,-,-,1,H
Cape Campbell Aws,20200317,0900,180,11.7,-,-,1,H
Cape Campbell Aws,20200317,1000,187,11.4,-,-,1,H
Cape Campbell Aws,20200317,1100,176,11.4,-,-,1,H
Cape Campbell Aws,20200317,1200,189,10.9,-,-,1,H
Cape Campbell Aws,20200317,1300,184,10.3,-,-,1,H
Cape Campbell Aws,20200317,1400,183,9.3,-,-,1,H
Cape Campbell Aws,20200317,1500,201,7.6,-,-,1,H
Cape Campbell Aws,20200317,1600,218,5.0,-,-,1,H
Cape Campbell Aws,20200317,1700,216,3.9,-,-,1,H
Cape Campbell Aws,20200317,1800,239,2.9,-,-,1,H
Cape Campbell Aws,20200317,1900,229,3.3,-,-,1,H
Cape Campbell Aws,20200317,2000,266,2.8,-,-,1,H
Cape Campbell Aws,20200317,2100,294,3.6,-,-,1,H
Cape Campbell Aws,20200317,2200,316,2.8,-,-,1,H
Cape Campbell Aws,20200317,2300,357,2.4,-,-,1,H
Cape Campbell Aws,20200318,0000,34,3.5,-,-,1,H
Cape Campbell Aws,20200318,0100,52,4.7,-,-,1,H
Cape Campbell Aws,20200318,0200,43,6.3,-,-,1,H
Cape Campbell Aws,20200318,0300,35,7.8,-,-,1,H
Cape Campbell Aws,20200318,0400,23,9.3,-,-,1,H
Cape Campbell Aws,20200318,0500,25,10.3,-,-,1,H
Cape Campbell Aws,20200318,0600,22,11.3,-,-,1,H
Cape Campbell Aws,20200318,0700,21,10.3,-,-,1,H
Cape Campbell Aws,20200318,0800,11,8.3,-,-,1,H
Cape Campbell Aws,20200318,0900,9,7.6,-,-,1,H
Cape Campbell Aws,20200318,1000,8,7.8,-,-,1,H
Cape Campbell Aws,20200318,1100,351,7.0,-,-,1,H
Cape Campbell Aws,20200318,1200,351,6.7,-,-,1,H
Cape Campbell Aws,20200318,1300,349,8.4,-,-,1,H
Cape Campbell Aws,20200318,1400,348,9.9,-,-,1,H
Cape Campbell Aws,20200318,1500,343,10.2,-,-,1,H
Cape Campbell Aws,20200318,1600,336,10.7,-,-,1,H
Cape Campbell Aws,20200318,1700,322,8.7,-,-,1,H
Cape Campbell Aws,20200318,1800,311,5.3,-,-,1,H
Cape Campbell Aws,20200318,1900,289,4.1,-,-,1,H
Cape Campbell Aws,20200318,2000,304,3.4,-,-,1,H
Cape Campbell Aws,20200318,2100,311,3.8,-,-,1,H
Cape Campbell Aws,20200318,2200,336,5.4,-,-,1,H
Cape Campbell Aws,20200318,2300,2,8.1,-,-,1,H
Cape Campbell Aws,20200319,0000,25,7.8,-,-,1,H
Cape Campbell Aws,20200319,0100,28,8.3,-,-,1,H
Cape Campbell Aws,20200319,0200,27,10.4,-,-,1,H
Cape Campbell Aws,20200319,0300,30,12.2,-,-,1,H
Cape Campbell Aws,20200319,0400,27,13.7,-,-,1,H
Cape Campbell Aws,20200319,0500,30,13.6,-,-,1,H
Cape Campbell Aws,20200319,0600,23,13.3,-,-,1,H
Cape Campbell Aws,20200319,0700,17,13.3,-,-,1,H
Cape Campbell Aws,20200319,0800,358,12.1,-,-,1,H
Cape Campbell Aws,20200319,0900,353,11.0,-,-,1,H
Cape Campbell Aws,20200319,1000,344,11.5,-,-,1,H
Cape Campbell Aws,20200319,1100,323,8.1,-,-,1,H
Cape Campbell Aws,20200319,1200,300,5.5,-,-,1,H
Cape Campbell Aws,20200319,1300,293,4.4,-,-,1,H
Cape Campbell Aws,20200319,1400,308,4.3,-,-,1,H
Cape Campbell Aws,20200319,1500,318,5.2,-,-,1,H
Cape Campbell Aws,20200319,1600,305,5.7,-,-,1,H
Cape Campbell Aws,20200319,1700,283,4.8,-,-,1,H
Cape Campbell Aws,20200319,1800,283,5.7,-,-,1,H
Cape Campbell Aws,20200319,1900,297,5.1,-,-,1,H
Cape Campbell Aws,20200319,2000,219,4.7,-,-,1,H
Cape Campbell Aws,20200319,2100,202,12.0,-,-,1,H
Cape Campbell Aws,20200319,2200,192,12.6,-,-,1,H
Cape Campbell Aws,20200319,2300,206,11.6,-,-,1,H
Cape Campbell Aws,20200320,0000,195,10.5,-,-,1,H
Cape Campbell Aws,20200320,0100,193,11.1,-,-,1,H
Cape Campbell Aws,20200320,0200,158,13.3,-,-,1,H
Cape Campbell Aws,20200320,0300,168,9.3,-,-,1,H
Cape Campbell Aws,20200320,0400,179,10.0,-,-,1,H
Cape Campbell Aws,20200320,0500,178,8.5,-,-,1,H
Cape Campbell Aws,20200320,0600,172,8.7,-,-,1,H
Cape Campbell Aws,20200320,0700,179,7.1,-,-,1,H
Cape Campbell Aws,20200320,0800,213,5.2,-,-,1,H
Cape Campbell Aws,20200320,0900,216,3.7,-,-,1,H
Cape Campbell Aws,20200320,1000,220,3.4,-,-,1,H
Cape Campbell Aws,20200320,1100,215,3.0,-,-,1,H
Cape Campbell Aws,20200320,1200,216,3.0,-,-,1,H
Cape Campbell Aws,20200320,1300,204,2.6,-,-,1,H
Cape Campbell Aws,20200320,1400,229,1.9,-,-,1,H
Cape Campbell Aws,20200320,1500,190,1.6,-,-,1,H
Cape Campbell Aws,20200320,1600,212,1.4,-,-,1,H
Cape Campbell Aws,20200320,1700,284,1.5,-,-,1,H
Cape Campbell Aws,20200320,1800,287,1.4,-,-,1,H
Cape Campbell Aws,20200320,1900,269,1.5,-,-,1,H
Cape Campbell Aws,20200320,2000,291,1.3,-,-,1,H
Cape Campbell Aws,20200320,2100,314,1.9,-,-,1,H
Cape Campbell Aws,20200320,2200,347,2.5,-,-,1,H
Cape Campbell Aws,20200320,2300,359,4.9,-,-,1,H
Cape Campbell Aws,20200321,0000,360,6.7,-,-,1,H
Cape Campbell Aws,20200321,0100,21,9.3,-,-,1,H
Cape Campbell Aws,20200321,0200,11,10.7,-,-,1,H
Cape Campbell Aws,20200321,0300,32,12.0,-,-,1,H
Cape Campbell Aws,20200321,0400,8,11.5,-,-,1,H
Cape Campbell Aws,20200321,0500,19,12.5,-,-,1,H
Cape Campbell Aws,20200321,0600,20,11.7,-,-,1,H
Cape Campbell Aws,20200321,0700,4,11.4,-,-,1,H
Cape Campbell Aws,20200321,0800,348,10.4,-,-,1,H
Cape Campbell Aws,20200321,0900,7,8.7,-,-,1,H
Cape Campbell Aws,20200321,1000,354,10.2,-,-,1,H
Cape Campbell Aws,20200321,1100,341,9.6,-,-,1,H
Cape Campbell Aws,20200321,1200,25,11.6,-,-,1,H
Cape Campbell Aws,20200321,1300,11,10.9,-,-,1,H
Cape Campbell Aws,20200321,1400,8,8.9,-,-,1,H
Cape Campbell Aws,20200321,1500,1,9.3,-,-,1,H
Cape Campbell Aws,20200321,1600,329,7.3,-,-,1,H
Cape Campbell Aws,20200321,1700,306,6.0,-,-,1,H
Cape Campbell Aws,20200321,1800,327,9.1,-,-,1,H
Cape Campbell Aws,20200321,1900,328,8.9,-,-,1,H
Cape Campbell Aws,20200321,2000,328,11.1,-,-,1,H
Cape Campbell Aws,20200321,2100,330,12.7,-,-,1,H
Cape Campbell Aws,20200321,2200,313,13.1,-,-,1,H
Cape Campbell Aws,20200321,2300,307,14.3,-,-,1,H
Cape Campbell Aws,20200322,0000,313,13.7,-,-,1,H
Cape Campbell Aws,20200322,0100,321,11.7,-,-,1,H
Cape Campbell Aws,20200322,0200,325,10.9,-,-,1,H
Cape Campbell Aws,20200322,0300,327,10.4,-,-,1,H
Cape Campbell Aws,20200322,0400,346,8.8,-,-,1,H
Cape Campbell Aws,20200322,0500,357,10.3,-,-,1,H
Cape Campbell Aws,20200322,0600,357,10.9,-,-,1,H
Cape Campbell Aws,20200322,0700,353,10.8,-,-,1,H
Cape Campbell Aws,20200322,0800,357,10.5,-,-,1,H
Cape Campbell Aws,20200322,0900,359,9.1,-,-,1,H
Cape Campbell Aws,20200322,1000,1,7.1,-,-,1,H
Cape Campbell Aws,20200322,1100,163,2.4,-,-,1,H
Cape Campbell Aws,20200322,1200,200,7.0,-,-,1,H
Cape Campbell Aws,20200322,1300,202,10.1,-,-,1,H
Cape Campbell Aws,20200322,1400,208,8.6,-,-,1,H
Cape Campbell Aws,20200322,1500,206,7.2,-,-,1,H
Cape Campbell Aws,20200322,1600,194,5.7,-,-,1,H
Cape Campbell Aws,20200322,1700,195,4.3,-,-,1,H
Cape Campbell Aws,20200322,1800,196,3.9,-,-,1,H
Cape Campbell Aws,20200322,1900,189,2.9,-,-,1,H
Cape Campbell Aws,20200322,2000,304,2.3,-,-,1,H
Cape Campbell Aws,20200322,2100,344,3.1,-,-,1,H
Cape Campbell Aws,20200322,2200,357,7.1,-,-,1,H
Cape Campbell Aws,20200322,2300,24,7.3,-,-,1,H
Cape Campbell Aws,20200323,0000,357,7.6,-,-,1,H
Cape Campbell Aws,20200323,0100,357,10.5,-,-,1,H
Cape Campbell Aws,20200323,0200,2,11.5,-,-,1,H
Cape Campbell Aws,20200323,0300,2,11.8,-,-,1,H
Cape Campbell Aws,20200323,0400,8,10.1,-,-,1,H
Cape Campbell Aws,20200323,0500,358,9.5,-,-,1,H
Cape Campbell Aws,20200323,0600,355,10.0,-,-,1,H
Cape Campbell Aws,20200323,0700,345,9.2,-,-,1,H
Cape Campbell Aws,20200323,0800,350,10.8,-,-,1,H
Cape Campbell Aws,20200323,0900,326,8.4,-,-,1,H
