Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Cape Campbell Aws,4424,G14722,-41.727,174.275,2,G,Metservice
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Surface Wind: Hourly
Station,Date(UTC),Time(UTC),Dir(DegT),Speed(m/s),Dir StdDev,Spd StdDev,Period(Hrs),Freq
Cape Campbell Aws,20200323,1000,314,8.1,-,-,1,H
Cape Campbell Aws,20200323,1100,175,3.9,-,-,1,H
Cape Campbell Aws,20200323,1200,199,17.3,-,-,1,H
Cape Campbell Aws,20200323,1300,203,17.0,-,-,1,H
Cape Campbell Aws,20200323,1400,205,15.3,-,-,1,H
Cape Campbell Aws,20200323,1500,212,15.2,-,-,1,H
Cape Campbell Aws,20200323,1600,224,8.5,-,-,1,H
Cape Campbell Aws,20200323,1700,232,4.4,-,-,1,H
Cape Campbell Aws,20200323,1800,229,4.4,-,-,1,H
Cape Campbell Aws,20200323,1900,250,3.6,-,-,1,H
Cape Campbell Aws,20200323,2000,278,4.2,-,-,1,H
Cape Campbell Aws,20200323,2100,295,4.0,-,-,1,H
Cape Campbell Aws,20200323,2200,335,4.3,-,-,1,H
Cape Campbell Aws,20200323,2300,18,4.4,-,-,1,H
Cape Campbell Aws,20200324,0000,357,7.3,-,-,1,H
Cape Campbell Aws,20200324,0100,14,9.1,-,-,1,H
Cape Campbell Aws,20200324,0200,25,8.1,-,-,1,H
Cape Campbell Aws,20200324,0300,56,6.6,-,-,1,H
Cape Campbell Aws,20200324,0400,63,5.2,-,-,1,H
Cape Campbell Aws,20200324,0500,172,4.6,-,-,1,H
Cape Campbell Aws,20200324,0600,172,7.2,-,-,1,H
Cape Campbell Aws,20200324,0700,154,5.6,-,-,1,H
Cape Campbell Aws,20200324,0800,161,5.0,-,-,1,H
Cape Campbell Aws,20200324,0900,197,3.3,-,-,1,H
Cape Campbell Aws,20200324,1000,208,2.6,-,-,1,H
Cape Campbell Aws,20200324,1100,290,2.3,-,-,1,H
Cape Campbell Aws,20200324,1200,268,3.2,-,-,1,H
Cape Campbell Aws,20200324,1300,294,3.1,-,-,1,H
Cape Campbell Aws,20200324,1400,288,5.2,-,-,1,H
Cape Campbell Aws,20200324,1500,287,6.3,-,-,1,H
Cape Campbell Aws,20200324,1600,296,5.5,-,-,1,H
Cape Campbell Aws,20200324,1700,287,5.4,-,-,1,H
Cape Campbell Aws,20200324,1800,286,4.6,-,-,1,H
Cape Campbell Aws,20200324,1900,301,2.6,-,-,1,H
Cape Campbell Aws,20200324,2000,281,3.7,-,-,1,H
Cape Campbell Aws,20200324,2100,296,3.8,-,-,1,H
Cape Campbell Aws,20200324,2200,293,2.6,-,-,1,H
Cape Campbell Aws,20200324,2300,9,2.3,-,-,1,H
Cape Campbell Aws,20200325,0000,17,5.1,-,-,1,H
Cape Campbell Aws,20200325,0100,22,5.8,-,-,1,H
Cape Campbell Aws,20200325,0200,19,7.9,-,-,1,H
Cape Campbell Aws,20200325,0300,25,9.6,-,-,1,H
Cape Campbell Aws,20200325,0400,23,10.1,-,-,1,H
Cape Campbell Aws,20200325,0500,26,9.9,-,-,1,H
Cape Campbell Aws,20200325,0600,26,8.7,-,-,1,H
Cape Campbell Aws,20200325,0700,10,8.4,-,-,1,H
Cape Campbell Aws,20200325,0800,26,7.5,-,-,1,H
Cape Campbell Aws,20200325,0900,25,8.6,-,-,1,H
Cape Campbell Aws,20200325,1000,24,8.7,-,-,1,H
Cape Campbell Aws,20200325,1100,13,8.4,-,-,1,H
Cape Campbell Aws,20200325,1200,6,9.4,-,-,1,H
Cape Campbell Aws,20200325,1300,5,9.8,-,-,1,H
Cape Campbell Aws,20200325,1400,348,9.1,-,-,1,H
Cape Campbell Aws,20200325,1500,340,9.0,-,-,1,H
Cape Campbell Aws,20200325,1600,339,8.3,-,-,1,H
Cape Campbell Aws,20200325,1700,336,7.9,-,-,1,H
Cape Campbell Aws,20200325,1800,333,7.4,-,-,1,H
Cape Campbell Aws,20200325,1900,335,8.1,-,-,1,H
Cape Campbell Aws,20200325,2000,350,8.4,-,-,1,H
Cape Campbell Aws,20200325,2100,346,8.8,-,-,1,H
Cape Campbell Aws,20200325,2200,4,6.8,-,-,1,H
Cape Campbell Aws,20200325,2300,9,7.6,-,-,1,H
Cape Campbell Aws,20200326,0000,25,7.6,-,-,1,H
Cape Campbell Aws,20200326,0100,9,7.4,-,-,1,H
Cape Campbell Aws,20200326,0200,5,8.3,-,-,1,H
Cape Campbell Aws,20200326,0300,351,10.1,-,-,1,H
Cape Campbell Aws,20200326,0400,346,13.5,-,-,1,H
Cape Campbell Aws,20200326,0500,335,13.9,-,-,1,H
Cape Campbell Aws,20200326,0600,3,11.5,-,-,1,H
Cape Campbell Aws,20200326,0700,333,12.0,-,-,1,H
Cape Campbell Aws,20200326,0800,322,13.0,-,-,1,H
Cape Campbell Aws,20200326,0900,333,13.2,-,-,1,H
Cape Campbell Aws,20200326,1000,338,9.7,-,-,1,H
Cape Campbell Aws,20200326,1100,333,8.7,-,-,1,H
Cape Campbell Aws,20200326,1200,324,8.3,-,-,1,H
Cape Campbell Aws,20200326,1300,325,8.1,-,-,1,H
Cape Campbell Aws,20200326,1400,304,6.5,-,-,1,H
Cape Campbell Aws,20200326,1500,334,7.1,-,-,1,H
Cape Campbell Aws,20200326,1600,39,4.6,-,-,1,H
Cape Campbell Aws,20200326,1700,276,3.0,-,-,1,H
Cape Campbell Aws,20200326,1800,207,2.9,-,-,1,H
Cape Campbell Aws,20200326,1900,191,5.5,-,-,1,H
Cape Campbell Aws,20200326,2000,194,8.4,-,-,1,H
Cape Campbell Aws,20200326,2100,189,9.3,-,-,1,H
Cape Campbell Aws,20200326,2200,207,10.7,-,-,1,H
Cape Campbell Aws,20200326,2300,208,10.6,-,-,1,H
Cape Campbell Aws,20200327,0000,196,11.7,-,-,1,H
Cape Campbell Aws,20200327,0100,196,12.2,-,-,1,H
Cape Campbell Aws,20200327,0200,197,12.5,-,-,1,H
Cape Campbell Aws,20200327,0300,204,12.1,-,-,1,H
Cape Campbell Aws,20200327,0400,207,13.2,-,-,1,H
Cape Campbell Aws,20200327,0500,215,14.1,-,-,1,H
Cape Campbell Aws,20200327,0600,205,14.8,-,-,1,H
Cape Campbell Aws,20200327,0700,201,14.1,-,-,1,H
Cape Campbell Aws,20200327,0800,208,15.3,-,-,1,H
Cape Campbell Aws,20200327,0900,208,15.6,-,-,1,H
Cape Campbell Aws,20200327,1000,209,14.6,-,-,1,H
Cape Campbell Aws,20200327,1100,207,14.8,-,-,1,H
Cape Campbell Aws,20200327,1200,206,15.5,-,-,1,H
Cape Campbell Aws,20200327,1300,208,14.7,-,-,1,H
Cape Campbell Aws,20200327,1400,205,15.4,-,-,1,H
Cape Campbell Aws,20200327,1500,205,15.3,-,-,1,H
Cape Campbell Aws,20200327,1600,208,14.3,-,-,1,H
Cape Campbell Aws,20200327,1700,212,14.9,-,-,1,H
Cape Campbell Aws,20200327,1800,209,15.2,-,-,1,H
Cape Campbell Aws,20200327,1900,205,14.6,-,-,1,H
Cape Campbell Aws,20200327,2000,207,13.6,-,-,1,H
Cape Campbell Aws,20200327,2100,210,13.8,-,-,1,H
Cape Campbell Aws,20200327,2200,209,14.2,-,-,1,H
Cape Campbell Aws,20200327,2300,206,14.0,-,-,1,H
Cape Campbell Aws,20200328,0000,207,13.2,-,-,1,H
Cape Campbell Aws,20200328,0100,203,12.8,-,-,1,H
Cape Campbell Aws,20200328,0200,207,11.9,-,-,1,H
Cape Campbell Aws,20200328,0300,206,11.8,-,-,1,H
Cape Campbell Aws,20200328,0400,200,12.4,-,-,1,H
Cape Campbell Aws,20200328,0500,205,11.9,-,-,1,H
Cape Campbell Aws,20200328,0600,206,12.0,-,-,1,H
Cape Campbell Aws,20200328,0700,203,11.5,-,-,1,H
Cape Campbell Aws,20200328,0800,196,12.1,-,-,1,H
Cape Campbell Aws,20200328,0900,200,12.5,-,-,1,H
Cape Campbell Aws,20200328,1000,206,12.0,-,-,1,H
Cape Campbell Aws,20200328,1100,206,12.3,-,-,1,H
Cape Campbell Aws,20200328,1200,203,12.6,-,-,1,H
Cape Campbell Aws,20200328,1300,208,12.6,-,-,1,H
Cape Campbell Aws,20200328,1400,206,13.2,-,-,1,H
Cape Campbell Aws,20200328,1500,205,13.8,-,-,1,H
Cape Campbell Aws,20200328,1600,201,13.6,-,-,1,H
Cape Campbell Aws,20200328,1700,205,14.8,-,-,1,H
Cape Campbell Aws,20200328,1800,206,15.8,-,-,1,H
Cape Campbell Aws,20200328,1900,209,15.1,-,-,1,H
Cape Campbell Aws,20200328,2000,209,16.8,-,-,1,H
Cape Campbell Aws,20200328,2100,203,14.5,-,-,1,H
Cape Campbell Aws,20200328,2200,211,13.6,-,-,1,H
Cape Campbell Aws,20200328,2300,210,13.1,-,-,1,H
Cape Campbell Aws,20200329,0000,209,11.8,-,-,1,H
Cape Campbell Aws,20200329,0100,212,13.9,-,-,1,H
Cape Campbell Aws,20200329,0200,205,12.1,-,-,1,H
Cape Campbell Aws,20200329,0300,211,10.6,-,-,1,H
Cape Campbell Aws,20200329,0400,208,11.0,-,-,1,H
Cape Campbell Aws,20200329,0500,208,10.7,-,-,1,H
Cape Campbell Aws,20200329,0600,201,8.6,-,-,1,H
Cape Campbell Aws,20200329,0700,207,6.8,-,-,1,H
Cape Campbell Aws,20200329,0800,204,6.5,-,-,1,H
Cape Campbell Aws,20200329,0900,209,6.3,-,-,1,H
Cape Campbell Aws,20200329,1000,207,6.3,-,-,1,H
Cape Campbell Aws,20200329,1100,207,7.0,-,-,1,H
Cape Campbell Aws,20200329,1200,200,8.2,-,-,1,H
Cape Campbell Aws,20200329,1300,208,7.8,-,-,1,H
Cape Campbell Aws,20200329,1400,203,7.2,-,-,1,H
Cape Campbell Aws,20200329,1500,204,7.4,-,-,1,H
Cape Campbell Aws,20200329,1600,203,8.1,-,-,1,H
Cape Campbell Aws,20200329,1700,201,7.9,-,-,1,H
Cape Campbell Aws,20200329,1800,208,8.3,-,-,1,H
Cape Campbell Aws,20200329,1900,205,8.4,-,-,1,H
Cape Campbell Aws,20200329,2000,208,8.3,-,-,1,H
Cape Campbell Aws,20200329,2100,204,7.3,-,-,1,H
Cape Campbell Aws,20200329,2200,210,6.3,-,-,1,H
Cape Campbell Aws,20200329,2300,209,6.9,-,-,1,H
Cape Campbell Aws,20200330,0000,212,6.8,-,-,1,H
Cape Campbell Aws,20200330,0100,203,7.5,-,-,1,H
Cape Campbell Aws,20200330,0200,207,7.6,-,-,1,H
Cape Campbell Aws,20200330,0300,204,7.8,-,-,1,H
Cape Campbell Aws,20200330,0400,195,7.5,-,-,1,H
Cape Campbell Aws,20200330,0500,191,6.8,-,-,1,H
Cape Campbell Aws,20200330,0600,193,6.1,-,-,1,H
Cape Campbell Aws,20200330,0700,180,6.0,-,-,1,H
Cape Campbell Aws,20200330,0800,189,6.0,-,-,1,H
Cape Campbell Aws,20200330,0900,187,5.6,-,-,1,H
Cape Campbell Aws,20200330,1000,203,5.4,-,-,1,H
Cape Campbell Aws,20200330,1100,200,5.2,-,-,1,H
Cape Campbell Aws,20200330,1200,169,5.5,-,-,1,H
Cape Campbell Aws,20200330,1300,178,5.4,-,-,1,H
Cape Campbell Aws,20200330,1400,173,4.9,-,-,1,H
Cape Campbell Aws,20200330,1500,186,4.9,-,-,1,H
Cape Campbell Aws,20200330,1600,186,4.9,-,-,1,H
Cape Campbell Aws,20200330,1700,198,4.4,-,-,1,H
Cape Campbell Aws,20200330,1800,204,4.3,-,-,1,H
Cape Campbell Aws,20200330,1900,206,4.2,-,-,1,H
Cape Campbell Aws,20200330,2000,205,4.5,-,-,1,H
Cape Campbell Aws,20200330,2100,209,4.8,-,-,1,H
Cape Campbell Aws,20200330,2200,204,5.1,-,-,1,H
Cape Campbell Aws,20200330,2300,203,5.8,-,-,1,H
Cape Campbell Aws,20200331,0000,191,5.9,-,-,1,H
Cape Campbell Aws,20200331,0100,172,5.5,-,-,1,H
Cape Campbell Aws,20200331,0200,174,5.6,-,-,1,H
Cape Campbell Aws,20200331,0300,174,6.3,-,-,1,H
Cape Campbell Aws,20200331,0400,172,5.2,-,-,1,H
Cape Campbell Aws,20200331,0500,181,4.3,-,-,1,H
Cape Campbell Aws,20200331,0600,211,2.9,-,-,1,H
Cape Campbell Aws,20200331,0700,201,3.0,-,-,1,H
Cape Campbell Aws,20200331,0800,220,2.4,-,-,1,H
Cape Campbell Aws,20200331,0900,214,3.4,-,-,1,H
Cape Campbell Aws,20200331,1000,297,1.7,-,-,1,H
Cape Campbell Aws,20200331,1100,294,2.0,-,-,1,H
Cape Campbell Aws,20200331,1200,286,2.6,-,-,1,H
Cape Campbell Aws,20200331,1300,299,1.9,-,-,1,H
Cape Campbell Aws,20200331,1400,299,1.6,-,-,1,H
Cape Campbell Aws,20200331,1500,125,0.9,-,-,1,H
Cape Campbell Aws,20200331,1600,156,1.3,-,-,1,H
Cape Campbell Aws,20200331,1700,191,2.2,-,-,1,H
Cape Campbell Aws,20200331,1800,198,2.6,-,-,1,H
Cape Campbell Aws,20200331,1900,209,1.6,-,-,1,H
Cape Campbell Aws,20200331,2000,192,2.6,-,-,1,H
Cape Campbell Aws,20200331,2100,175,2.0,-,-,1,H
Cape Campbell Aws,20200331,2200,168,1.8,-,-,1,H
Cape Campbell Aws,20200331,2300,145,2.6,-,-,1,H
Cape Campbell Aws,20200401,0000,154,3.3,-,-,1,H
Cape Campbell Aws,20200401,0100,147,2.8,-,-,1,H
Cape Campbell Aws,20200401,0200,147,2.9,-,-,1,H
Cape Campbell Aws,20200401,0300,169,3.6,-,-,1,H
Cape Campbell Aws,20200401,0400,166,4.3,-,-,1,H
Cape Campbell Aws,20200401,0500,178,5.1,-,-,1,H
Cape Campbell Aws,20200401,0600,166,4.8,-,-,1,H
Cape Campbell Aws,20200401,0700,197,3.8,-,-,1,H
Cape Campbell Aws,20200401,0800,188,3.5,-,-,1,H
Cape Campbell Aws,20200401,0900,177,4.3,-,-,1,H
Cape Campbell Aws,20200401,1000,164,3.4,-,-,1,H
Cape Campbell Aws,20200401,1100,190,3.1,-,-,1,H
Cape Campbell Aws,20200401,1200,189,2.4,-,-,1,H
Cape Campbell Aws,20200401,1300,197,2.1,-,-,1,H
Cape Campbell Aws,20200401,1400,194,2.0,-,-,1,H
Cape Campbell Aws,20200401,1500,217,2.0,-,-,1,H
Cape Campbell Aws,20200401,1600,210,3.0,-,-,1,H
Cape Campbell Aws,20200401,1700,202,4.1,-,-,1,H
Cape Campbell Aws,20200401,1800,196,5.3,-,-,1,H
Cape Campbell Aws,20200401,1900,191,4.9,-,-,1,H
Cape Campbell Aws,20200401,2000,203,6.1,-,-,1,H
Cape Campbell Aws,20200401,2100,212,4.2,-,-,1,H
Cape Campbell Aws,20200401,2200,208,4.6,-,-,1,H
Cape Campbell Aws,20200401,2300,183,5.7,-,-,1,H
Cape Campbell Aws,20200402,0000,183,6.8,-,-,1,H
Cape Campbell Aws,20200402,0100,180,7.0,-,-,1,H
Cape Campbell Aws,20200402,0200,166,6.6,-,-,1,H
Cape Campbell Aws,20200402,0300,178,6.2,-,-,1,H
Cape Campbell Aws,20200402,0400,185,6.1,-,-,1,H
Cape Campbell Aws,20200402,0500,184,5.8,-,-,1,H
Cape Campbell Aws,20200402,0600,177,5.8,-,-,1,H
Cape Campbell Aws,20200402,0700,184,4.9,-,-,1,H
Cape Campbell Aws,20200402,0800,210,3.6,-,-,1,H
Cape Campbell Aws,20200402,0900,200,2.9,-,-,1,H
Cape Campbell Aws,20200402,1000,201,4.3,-,-,1,H
Cape Campbell Aws,20200402,1100,199,4.3,-,-,1,H
Cape Campbell Aws,20200402,1200,193,4.9,-,-,1,H
Cape Campbell Aws,20200402,1300,183,5.4,-,-,1,H
Cape Campbell Aws,20200402,1400,174,6.1,-,-,1,H
Cape Campbell Aws,20200402,1500,190,6.0,-,-,1,H
Cape Campbell Aws,20200402,1600,198,5.0,-,-,1,H
Cape Campbell Aws,20200402,1700,176,5.8,-,-,1,H
Cape Campbell Aws,20200402,1800,205,4.8,-,-,1,H
Cape Campbell Aws,20200402,1900,193,4.4,-,-,1,H
Cape Campbell Aws,20200402,2000,185,6.4,-,-,1,H
Cape Campbell Aws,20200402,2100,184,7.0,-,-,1,H
Cape Campbell Aws,20200402,2200,176,7.2,-,-,1,H
Cape Campbell Aws,20200402,2300,175,8.2,-,-,1,H
Cape Campbell Aws,20200403,0000,170,9.3,-,-,1,H
Cape Campbell Aws,20200403,0100,174,9.6,-,-,1,H
Cape Campbell Aws,20200403,0200,176,8.9,-,-,1,H
Cape Campbell Aws,20200403,0300,169,8.1,-,-,1,H
Cape Campbell Aws,20200403,0400,200,7.0,-,-,1,H
Cape Campbell Aws,20200403,0500,206,6.2,-,-,1,H
Cape Campbell Aws,20200403,0600,207,5.6,-,-,1,H
Cape Campbell Aws,20200403,0700,203,5.1,-,-,1,H
Cape Campbell Aws,20200403,0800,205,4.6,-,-,1,H
Cape Campbell Aws,20200403,0900,182,5.6,-,-,1,H
Cape Campbell Aws,20200403,1000,192,4.9,-,-,1,H
Cape Campbell Aws,20200403,1100,217,4.1,-,-,1,H
Cape Campbell Aws,20200403,1200,200,3.1,-,-,1,H
Cape Campbell Aws,20200403,1300,209,2.8,-,-,1,H
Cape Campbell Aws,20200403,1400,7,1.9,-,-,1,H
Cape Campbell Aws,20200403,1500,240,1.5,-,-,1,H
Cape Campbell Aws,20200403,1600,244,1.4,-,-,1,H
Cape Campbell Aws,20200403,1700,266,1.2,-,-,1,H
Cape Campbell Aws,20200403,1800,199,0.6,-,-,1,H
Cape Campbell Aws,20200403,1900,251,1.2,-,-,1,H
Cape Campbell Aws,20200403,2000,257,1.1,-,-,1,H
Cape Campbell Aws,20200403,2100,289,2.4,-,-,1,H
Cape Campbell Aws,20200403,2200,159,1.6,-,-,1,H
Cape Campbell Aws,20200403,2300,177,2.4,-,-,1,H
Cape Campbell Aws,20200404,0000,161,2.4,-,-,1,H
Cape Campbell Aws,20200404,0100,177,2.8,-,-,1,H
Cape Campbell Aws,20200404,0200,148,2.3,-,-,1,H
Cape Campbell Aws,20200404,0300,106,3.2,-,-,1,H
Cape Campbell Aws,20200404,0400,100,5.7,-,-,1,H
Cape Campbell Aws,20200404,0500,98,7.7,-,-,1,H
Cape Campbell Aws,20200404,0600,97,8.8,-,-,1,H
Cape Campbell Aws,20200404,0700,98,8.5,-,-,1,H
Cape Campbell Aws,20200404,0800,104,6.9,-,-,1,H
Cape Campbell Aws,20200404,0900,88,7.4,-,-,1,H
Cape Campbell Aws,20200404,1000,83,9.3,-,-,1,H
Cape Campbell Aws,20200404,1100,83,8.6,-,-,1,H
Cape Campbell Aws,20200404,1200,75,7.4,-,-,1,H
Cape Campbell Aws,20200404,1300,69,5.9,-,-,1,H
Cape Campbell Aws,20200404,1400,20,2.9,-,-,1,H
Cape Campbell Aws,20200404,1500,335,1.8,-,-,1,H
Cape Campbell Aws,20200404,1600,9,4.5,-,-,1,H
Cape Campbell Aws,20200404,1700,342,8.0,-,-,1,H
Cape Campbell Aws,20200404,1800,8,7.6,-,-,1,H
Cape Campbell Aws,20200404,1900,348,6.3,-,-,1,H
Cape Campbell Aws,20200404,2000,2,6.2,-,-,1,H
Cape Campbell Aws,20200404,2100,346,5.4,-,-,1,H
Cape Campbell Aws,20200404,2200,355,5.1,-,-,1,H
Cape Campbell Aws,20200404,2300,6,5.6,-,-,1,H
Cape Campbell Aws,20200405,0000,20,9.5,-,-,1,H
Cape Campbell Aws,20200405,0100,28,10.7,-,-,1,H
Cape Campbell Aws,20200405,0200,23,10.6,-,-,1,H
Cape Campbell Aws,20200405,0300,23,10.9,-,-,1,H
Cape Campbell Aws,20200405,0400,26,10.8,-,-,1,H
Cape Campbell Aws,20200405,0500,34,10.8,-,-,1,H
Cape Campbell Aws,20200405,0600,32,9.8,-,-,1,H
Cape Campbell Aws,20200405,0700,29,9.6,-,-,1,H
Cape Campbell Aws,20200405,0800,29,9.2,-,-,1,H
Cape Campbell Aws,20200405,0900,21,8.3,-,-,1,H
Cape Campbell Aws,20200405,1000,26,7.0,-,-,1,H
Cape Campbell Aws,20200405,1100,22,6.8,-,-,1,H
Cape Campbell Aws,20200405,1200,14,7.3,-,-,1,H
Cape Campbell Aws,20200405,1300,20,8.1,-,-,1,H
Cape Campbell Aws,20200405,1400,9,8.2,-,-,1,H
Cape Campbell Aws,20200405,1500,5,7.8,-,-,1,H
Cape Campbell Aws,20200405,1600,360,8.1,-,-,1,H
Cape Campbell Aws,20200405,1700,15,11.0,-,-,1,H
Cape Campbell Aws,20200405,1800,13,10.9,-,-,1,H
Cape Campbell Aws,20200405,1900,15,10.7,-,-,1,H
Cape Campbell Aws,20200405,2000,15,11.1,-,-,1,H
Cape Campbell Aws,20200405,2100,10,12.0,-,-,1,H
Cape Campbell Aws,20200405,2200,17,11.9,-,-,1,H
Cape Campbell Aws,20200405,2300,19,12.4,-,-,1,H
Cape Campbell Aws,20200406,0000,21,12.7,-,-,1,H
Cape Campbell Aws,20200406,0100,23,12.7,-,-,1,H
Cape Campbell Aws,20200406,0200,20,12.4,-,-,1,H
Cape Campbell Aws,20200406,0300,22,12.6,-,-,1,H
Cape Campbell Aws,20200406,0400,25,12.6,-,-,1,H
Cape Campbell Aws,20200406,0500,13,12.8,-,-,1,H
Cape Campbell Aws,20200406,0600,11,12.0,-,-,1,H
Cape Campbell Aws,20200406,0700,8,11.2,-,-,1,H
Cape Campbell Aws,20200406,0800,5,10.5,-,-,1,H
Cape Campbell Aws,20200406,0900,1,9.9,-,-,1,H
Cape Campbell Aws,20200406,1000,359,9.4,-,-,1,H
Cape Campbell Aws,20200406,1100,352,9.3,-,-,1,H
Cape Campbell Aws,20200406,1200,350,9.4,-,-,1,H
Cape Campbell Aws,20200406,1300,346,9.8,-,-,1,H
Cape Campbell Aws,20200406,1400,341,10.9,-,-,1,H
Cape Campbell Aws,20200406,1500,351,9.4,-,-,1,H
Cape Campbell Aws,20200406,1600,349,10.8,-,-,1,H
Cape Campbell Aws,20200406,1700,348,12.0,-,-,1,H
Cape Campbell Aws,20200406,1800,347,11.2,-,-,1,H
Cape Campbell Aws,20200406,1900,341,10.8,-,-,1,H
Cape Campbell Aws,20200406,2000,348,12.1,-,-,1,H
Cape Campbell Aws,20200406,2100,348,12.0,-,-,1,H
Cape Campbell Aws,20200406,2200,347,12.6,-,-,1,H
Cape Campbell Aws,20200406,2300,360,13.4,-,-,1,H
Cape Campbell Aws,20200407,0000,353,14.4,-,-,1,H
Cape Campbell Aws,20200407,0100,357,14.3,-,-,1,H
Cape Campbell Aws,20200407,0200,7,12.9,-,-,1,H
Cape Campbell Aws,20200407,0300,7,12.6,-,-,1,H
Cape Campbell Aws,20200407,0400,9,13.3,-,-,1,H
Cape Campbell Aws,20200407,0500,358,12.2,-,-,1,H
Cape Campbell Aws,20200407,0600,353,12.0,-,-,1,H
Cape Campbell Aws,20200407,0700,358,10.2,-,-,1,H
Cape Campbell Aws,20200407,0800,346,8.5,-,-,1,H
Cape Campbell Aws,20200407,0900,346,10.1,-,-,1,H
Cape Campbell Aws,20200407,1000,345,10.4,-,-,1,H
Cape Campbell Aws,20200407,1100,304,7.7,-,-,1,H
Cape Campbell Aws,20200407,1200,198,6.3,-,-,1,H
Cape Campbell Aws,20200407,1300,183,9.7,-,-,1,H
Cape Campbell Aws,20200407,1400,187,10.0,-,-,1,H
Cape Campbell Aws,20200407,1500,197,9.8,-,-,1,H
Cape Campbell Aws,20200407,1600,199,10.3,-,-,1,H
Cape Campbell Aws,20200407,1700,199,11.6,-,-,1,H
Cape Campbell Aws,20200407,1800,203,9.8,-,-,1,H
Cape Campbell Aws,20200407,1900,201,8.4,-,-,1,H
Cape Campbell Aws,20200407,2000,201,7.4,-,-,1,H
Cape Campbell Aws,20200407,2100,198,5.8,-,-,1,H
Cape Campbell Aws,20200407,2200,178,5.6,-,-,1,H
Cape Campbell Aws,20200407,2300,176,5.4,-,-,1,H
Cape Campbell Aws,20200408,0000,164,4.6,-,-,1,H
Cape Campbell Aws,20200408,0100,128,3.5,-,-,1,H
Cape Campbell Aws,20200408,0200,93,3.3,-,-,1,H
Cape Campbell Aws,20200408,0300,73,4.0,-,-,1,H
Cape Campbell Aws,20200408,0400,65,4.7,-,-,1,H
Cape Campbell Aws,20200408,0500,70,4.8,-,-,1,H
Cape Campbell Aws,20200408,0600,76,4.8,-,-,1,H
Cape Campbell Aws,20200408,0700,96,3.7,-,-,1,H
Cape Campbell Aws,20200408,0800,144,2.6,-,-,1,H
Cape Campbell Aws,20200408,0900,199,3.4,-,-,1,H
Cape Campbell Aws,20200408,1000,215,3.3,-,-,1,H
Cape Campbell Aws,20200408,1100,213,3.4,-,-,1,H
Cape Campbell Aws,20200408,1200,215,4.0,-,-,1,H
Cape Campbell Aws,20200408,1300,211,4.4,-,-,1,H
Cape Campbell Aws,20200408,1400,204,3.5,-,-,1,H
Cape Campbell Aws,20200408,1500,248,2.4,-,-,1,H
Cape Campbell Aws,20200408,1600,290,2.3,-,-,1,H
Cape Campbell Aws,20200408,1700,202,2.2,-,-,1,H
Cape Campbell Aws,20200408,1800,204,6.6,-,-,1,H
Cape Campbell Aws,20200408,1900,207,10.9,-,-,1,H
Cape Campbell Aws,20200408,2000,205,10.4,-,-,1,H
Cape Campbell Aws,20200408,2100,204,10.8,-,-,1,H
Cape Campbell Aws,20200408,2200,207,9.8,-,-,1,H
Cape Campbell Aws,20200408,2300,195,10.0,-,-,1,H
Cape Campbell Aws,20200409,0000,200,10.8,-,-,1,H
Cape Campbell Aws,20200409,0100,196,9.6,-,-,1,H
Cape Campbell Aws,20200409,0200,179,11.0,-,-,1,H
Cape Campbell Aws,20200409,0300,179,9.5,-,-,1,H
Cape Campbell Aws,20200409,0400,169,7.7,-,-,1,H
Cape Campbell Aws,20200409,0500,171,5.0,-,-,1,H
Cape Campbell Aws,20200409,0600,183,3.6,-,-,1,H
Cape Campbell Aws,20200409,0700,271,2.1,-,-,1,H
Cape Campbell Aws,20200409,0800,292,2.4,-,-,1,H
Cape Campbell Aws,20200409,0900,282,3.8,-,-,1,H
Cape Campbell Aws,20200409,1000,290,3.9,-,-,1,H
Cape Campbell Aws,20200409,1100,303,3.3,-,-,1,H
Cape Campbell Aws,20200409,1200,290,3.0,-,-,1,H
Cape Campbell Aws,20200409,1300,299,2.9,-,-,1,H
Cape Campbell Aws,20200409,1400,274,2.1,-,-,1,H
Cape Campbell Aws,20200409,1500,291,1.9,-,-,1,H
Cape Campbell Aws,20200409,1600,259,1.6,-,-,1,H
Cape Campbell Aws,20200409,1700,206,2.5,-,-,1,H
Cape Campbell Aws,20200409,1800,205,3.1,-,-,1,H
Cape Campbell Aws,20200409,1900,202,2.5,-,-,1,H
Cape Campbell Aws,20200409,2000,184,2.3,-,-,1,H
Cape Campbell Aws,20200409,2100,172,3.2,-,-,1,H
Cape Campbell Aws,20200409,2200,174,3.4,-,-,1,H
Cape Campbell Aws,20200409,2300,125,2.3,-,-,1,H
Cape Campbell Aws,20200410,0000,60,1.7,-,-,1,H
Cape Campbell Aws,20200410,0100,39,2.7,-,-,1,H
Cape Campbell Aws,20200410,0200,50,3.3,-,-,1,H
Cape Campbell Aws,20200410,0300,52,3.3,-,-,1,H
Cape Campbell Aws,20200410,0400,48,3.6,-,-,1,H
Cape Campbell Aws,20200410,0500,34,3.1,-,-,1,H
Cape Campbell Aws,20200410,0600,7,2.8,-,-,1,H
